period_days,wideband_delta_chi2,narrowband_delta_chi2
1.027000000000000028e+02,9.039943603293400187e+00,6.132013416680905493e+00
1.027500000000000000e+02,9.095851171075111097e+00,6.162699697929268083e+00
1.027999999999999972e+02,9.146762898045095014e+00,6.190147115029206226e+00
1.028499999999999943e+02,9.192438215118590605e+00,6.214194310608633032e+00
1.029000000000000057e+02,9.232655348197235767e+00,6.234677953962934893e+00
1.029500000000000028e+02,9.267212758814153517e+00,6.251434349806947566e+00
1.030000000000000000e+02,9.295930443490188821e+00,6.264301142529605571e+00
1.030499999999999972e+02,9.318651089143772381e+00,6.273119099310823010e+00
1.030999999999999943e+02,9.335241081392307905e+00,6.277733953652732346e+00
1.031500000000000057e+02,9.345591361900146055e+00,6.277998289071491378e+00
1.032000000000000028e+02,9.349618130147106854e+00,6.273773440939367063e+00
1.032500000000000000e+02,9.347263384209179904e+00,6.264931392834332868e+00
1.032999999999999972e+02,9.338495294446939710e+00,6.251356642316807211e+00
1.033499999999999943e+02,9.323308403477774675e+00,6.232948009896045249e+00
1.034000000000000057e+02,9.301723645553549247e+00,6.209620364147946603e+00
1.034500000000000028e+02,9.273788178548590722e+00,6.181306235589588916e+00
1.035000000000000000e+02,9.239575022254038927e+00,6.147957292073465752e+00
1.035499999999999972e+02,9.199182497625704613e+00,6.109545649203057316e+00
1.035999999999999943e+02,9.152733463076524245e+00,6.066064990635105403e+00
1.036500000000000057e+02,9.100374345858094571e+00,6.017531475161334242e+00
1.037000000000000028e+02,9.042273969028618907e+00,5.963984410147642024e+00
1.037500000000000000e+02,8.978622177417957317e+00,5.905486674243435985e+00
1.037999999999999972e+02,8.909628269326733019e+00,5.842124876203433459e+00
1.038499999999999943e+02,8.835519244324631316e+00,5.774009241116073277e+00
1.039000000000000057e+02,8.756537881364678810e+00,5.701273220205567149e+00
1.039500000000000028e+02,8.672940665342022015e+00,5.624072825541293952e+00
1.040000000000000000e+02,8.584995584075006292e+00,5.542585696301332021e+00
1.040499999999999972e+02,8.492979821302711230e+00,5.457009908544218746e+00
1.040999999999999943e+02,8.397177374525069737e+00,5.367562545569183996e+00
1.041500000000000057e+02,8.297876629205267918e+00,5.274478050731588041e+00
1.042000000000000028e+02,8.195367922871925614e+00,5.178006388866824850e+00
1.042500000000000000e+02,8.089941133890748759e+00,5.078411046127556894e+00
1.042999999999999972e+02,7.981883330030616897e+00,4.975966900927399017e+00
1.043499999999999943e+02,7.871476511388637576e+00,4.870958000737404703e+00
1.044000000000000057e+02,7.758995480744562911e+00,4.763675280626779696e+00
1.044500000000000028e+02,7.644705872027298454e+00,4.654414259672087439e+00
1.045000000000000000e+02,7.528862364358730019e+00,4.543472750680892069e+00
1.045499999999999972e+02,7.411707105207594459e+00,4.431148617149931468e+00
1.045999999999999943e+02,7.293468361670549349e+00,4.317737609070880112e+00
1.046500000000000057e+02,7.174359413960956999e+00,4.203531306222727970e+00
1.047000000000000028e+02,7.054577700006591456e+00,4.088815194070789971e+00
1.047500000000000000e+02,6.934304214806617850e+00,3.973866893464285788e+00
1.047999999999999972e+02,6.813703163061557433e+00,3.858954561133868033e+00
1.048499999999999943e+02,6.692921858716132988e+00,3.744335473678858772e+00
1.049000000000000057e+02,6.572090860601439211e+00,3.630254803433047961e+00
1.049500000000000028e+02,6.451324329430595306e+00,3.516944590442284468e+00
1.050000000000000000e+02,6.330720588088897927e+00,3.404622910869917973e+00
1.050499999999999972e+02,6.210362864516632442e+00,3.293493238569731751e+00
1.050999999999999943e+02,6.090320194533479281e+00,3.183743993387723847e+00
1.051500000000000057e+02,5.970648460697941751e+00,3.075548267029315497e+00
1.052000000000000028e+02,5.851391542698736181e+00,2.969063715077080889e+00
1.052500000000000000e+02,5.732582554787908791e+00,2.864432601978869286e+00
1.052999999999999972e+02,5.614245146321667157e+00,2.761781984536098911e+00
1.053499999999999943e+02,5.496394842487029031e+00,2.661224018582386996e+00
1.054000000000000057e+02,5.379040403684079763e+00,2.562856373124245746e+00
1.054500000000000028e+02,5.262185183708107061e+00,2.466762736168703452e+00
1.055000000000000000e+02,5.145828468750790918e+00,2.373013396747137627e+00
1.055499999999999972e+02,5.029966781235502893e+00,2.281665888201994008e+00
1.055999999999999943e+02,4.914595134543549015e+00,2.192765678587678124e+00
1.056500000000000057e+02,4.799708226714518133e+00,2.106346894994528540e+00
1.057000000000000028e+02,4.685301563164835592e+00,2.022433069689502538e+00
1.057500000000000000e+02,4.571372500320628696e+00,1.941037897135310608e+00
1.057999999999999972e+02,4.457921203777930330e+00,1.862165992162447825e+00
1.058499999999999943e+02,4.344951516163418681e+00,1.785813640791389378e+00
1.059000000000000057e+02,4.232471731264217496e+00,1.711969536406365844e+00
1.059500000000000028e+02,4.120495272224093064e+00,1.640615495148288971e+00
1.060000000000000000e+02,4.009041272667757561e+00,1.571727145495639189e+00
1.060499999999999972e+02,3.898135060531199958e+00,1.505274588037418981e+00
1.060999999999999943e+02,3.787808545150907147e+00,1.441223022388604669e+00
1.061500000000000057e+02,3.678100508822196524e+00,1.379533339060828201e+00
1.062000000000000028e+02,3.569056804589711085e+00,1.320162674871106390e+00
1.062500000000000000e+02,3.460730462505727800e+00,1.263064931149072034e+00
1.062999999999999972e+02,3.353181706996346101e+00,1.208191254593968811e+00
1.063499999999999943e+02,3.246477888337922391e+00,1.155490481135106773e+00
1.064000000000000057e+02,3.140693331571094760e+00,1.104909543572645036e+00
1.064500000000000028e+02,3.035909106493368981e+00,1.056393844122359038e+00
1.065000000000000000e+02,2.932212722672026040e+00,1.009887593265145878e+00
1.065499999999999972e+02,2.829697753727537624e+00,9.653341165166611226e-01
1.065999999999999943e+02,2.728463395446786954e+00,9.226761308902340364e-01
1.066500000000000057e+02,2.628613962610302668e+00,8.818559929323812607e-01
1.067000000000000028e+02,2.530258329747318236e+00,8.428159202753677803e-01
1.067500000000000000e+02,2.433509321371879253e+00,8.054981886741170438e-01
1.067999999999999972e+02,2.338483057594191283e+00,7.698453064889252406e-01
1.068499999999999943e+02,2.245298261335208156e+00,7.358001685392944191e-01
1.069000000000000057e+02,2.154075533695629652e+00,7.033061911972564584e-01
1.069500000000000028e+02,2.064936604326744973e+00,6.723074305124551175e-01
1.070000000000000000e+02,1.978003563914507046e+00,6.427486850712977873e-01
1.070499999999999972e+02,1.893398086105384515e+00,6.145755851926120172e-01
1.070999999999999943e+02,1.811240646361731654e+00,5.877346699536325492e-01
1.071500000000000057e+02,1.731649745330073875e+00,5.621734534289946073e-01
1.072000000000000028e+02,1.654741144319146651e+00,5.378404814107585752e-01
1.072500000000000000e+02,1.580627120418927944e+00,5.146853797642699790e-01
1.072999999999999972e+02,1.509415748631750764e+00,4.926588954631834771e-01
1.073499999999999943e+02,1.441210218132761067e+00,4.717129312394482410e-01
1.074000000000000057e+02,1.376108189428030482e+00,4.518005746813923973e-01
1.074500000000000028e+02,1.314201198731990372e+00,4.328761225167379045e-01
1.075000000000000000e+02,1.255574115348893960e+00,4.148951007276179825e-01
1.075499999999999972e+02,1.200304657219399829e+00,3.978142810622011249e-01
1.075999999999999943e+02,1.148462969091597285e+00,3.815916944327148452e-01
1.076500000000000057e+02,1.100111267007347404e+00,3.661866416219744513e-01
1.077000000000000028e+02,1.055303551971400688e+00,3.515597016612717063e-01
1.077500000000000000e+02,1.014085394805605889e+00,3.376727381883423140e-01
1.077999999999999972e+02,9.764937933010250370e-01,3.244889040493644239e-01
1.078499999999999943e+02,9.425571018779931309e-01,3.119726443673431771e-01
1.079000000000000057e+02,9.122950330703045729e-01,3.000896982654700507e-01
1.079500000000000028e+02,8.857187292729407080e-01,2.888070994033122285e-01
1.080000000000000000e+02,8.628309023539121325e-01,2.780931754577751769e-01
1.080499999999999972e+02,8.436260379406437249e-01,2.679175466577887188e-01
1.080999999999999943e+02,8.280906604613935684e-01,2.582511234613326101e-01
1.081500000000000057e+02,8.162036543655639687e-01,2.490661034441971622e-01
1.082000000000000028e+02,8.079366363696107722e-01,2.403359674530921586e-01
1.082500000000000000e+02,8.032543730852088615e-01,2.320354750579594616e-01
1.082999999999999972e+02,8.021152379878703220e-01,2.241406593221024479e-01
1.083499999999999943e+02,8.044717013794934202e-01,2.166288208915460589e-01
1.084000000000000057e+02,8.102708467878048104e-01,2.094785213875330898e-01
1.084500000000000028e+02,8.194549071283925290e-01,2.026695760684812941e-01
1.085000000000000000e+02,8.319618139275872792e-01,1.961830457089923097e-01
1.085499999999999972e+02,8.477257529635828792e-01,1.900012276252331378e-01
1.085999999999999943e+02,8.666777198218462708e-01,1.841076457570898772e-01
1.086500000000000057e+02,8.887460690749844350e-01,1.784870396992810360e-01
1.087000000000000028e+02,9.138570510782736411e-01,1.731253525564656059e-01
1.087500000000000000e+02,9.419353307135736042e-01,1.680097174811013838e-01
1.087999999999999972e+02,9.729044828092568986e-01,1.631284427395707504e-01
1.088499999999999943e+02,1.006687459404166152e+00,1.584709951410261664e-01
1.089000000000000057e+02,1.043207024502382341e+00,1.540279816561364590e-01
1.089500000000000028e+02,1.082386152476651375e+00,1.497911290502139114e-01
1.090000000000000000e+02,1.124148386813529577e+00,1.457532613572694868e-01
1.090499999999999972e+02,1.168418156447062151e+00,1.419082750292165462e-01
1.090999999999999943e+02,1.215121047495158590e+00,1.382511116083081637e-01
1.091500000000000057e+02,1.264184028785161784e+00,1.347777277911946514e-01
1.092000000000000028e+02,1.315535630129759381e+00,1.314850627798109794e-01
1.092500000000000000e+02,1.369106072884378023e+00,1.283710028477353937e-01
1.092999999999999972e+02,1.424827352876848918e+00,1.254343430904449608e-01
1.093499999999999943e+02,1.482633276346107198e+00,1.226747463731601429e-01
1.094000000000000057e+02,1.542459450050648773e+00,1.200926995407969877e-01
1.094500000000000028e+02,1.604243227208005607e+00,1.176894670086253564e-01
1.095000000000000000e+02,1.667923611394658057e+00,1.154670419096854167e-01
1.095499999999999972e+02,1.733441120969520188e+00,1.134280950335068844e-01
1.095999999999999943e+02,1.800737616976492816e+00,1.115759218487320098e-01
1.096500000000000057e+02,1.869756097829972763e+00,1.099143879585539607e-01
1.097000000000000028e+02,1.940440464384942221e+00,1.084478733902472930e-01
1.097500000000000000e+02,2.012735259240332031e+00,1.071812161667635294e-01
1.097999999999999972e+02,2.086585384314000535e+00,1.061196556483336162e-01
1.098499999999999943e+02,2.161935800862063495e+00,1.052687761623748164e-01
1.099000000000000057e+02,2.238731216190775086e+00,1.046344514615488025e-01
1.099500000000000028e+02,2.316915761327468015e+00,1.042227905591211895e-01
1.100000000000000000e+02,2.396432663880502023e+00,1.040400854893733795e-01
1.100499999999999972e+02,2.477223920227761056e+00,1.040927615268338324e-01
1.100999999999999943e+02,2.559229971036072193e+00,1.043873303725217777e-01
1.101500000000000057e+02,2.642389383934130365e+00,1.049303467782857768e-01
1.102000000000000028e+02,2.726638546944591290e+00,1.057283690325626496e-01
1.102500000000000000e+02,2.811911376039678778e+00,1.067879236738913523e-01
1.102999999999999972e+02,2.898139039919936710e+00,1.081154747334656108e-01
1.103499999999999943e+02,2.985249704845170715e+00,1.097173977365548253e-01
1.104000000000000057e+02,3.073168302072722735e+00,1.115999586172326252e-01
1.104500000000000028e+02,3.161816320194218211e+00,1.137692976222341723e-01
1.105000000000000000e+02,3.251111624416510804e+00,1.162314182012381819e-01
1.105499999999999972e+02,3.340968304611438011e+00,1.189921808032484846e-01
1.105999999999999943e+02,3.431296553773880653e+00,1.220573014240217552e-01
1.106500000000000057e+02,3.522002578381467242e+00,1.254323546794468003e-01
1.107000000000000028e+02,3.612988542046752460e+00,1.291227811154863070e-01
1.107500000000000000e+02,3.704152543801663366e+00,1.331338984071480935e-01
1.107999999999999972e+02,3.795388632348194680e+00,1.374709160493912119e-01
1.108499999999999943e+02,3.886586857655470961e+00,1.421389530998657391e-01
1.109000000000000057e+02,3.977633361375621401e+00,1.471430584993471680e-01
1.109500000000000028e+02,4.068410507684249389e+00,1.524882334695530917e-01
1.110000000000000000e+02,4.158797056321154706e+00,1.581794554689459620e-01
1.110499999999999972e+02,4.248668379803809181e+00,1.642217031760540014e-01
1.110999999999999943e+02,4.337896727000683406e+00,1.706199819649420468e-01
1.111500000000000057e+02,4.426351535468495690e+00,1.773793493386836562e-01
1.112000000000000028e+02,4.513899795168960338e+00,1.845049397935017155e-01
1.112500000000000000e+02,4.600406466363224922e+00,1.920019885974273977e-01
1.112999999999999972e+02,4.685734954626198601e+00,1.998758539829922354e-01
1.113499999999999943e+02,4.769747646005826347e+00,2.081320372727132328e-01
1.114000000000000057e+02,4.852306505356810185e+00,2.167762004788851837e-01
1.114500000000000028e+02,4.933273740782963657e+00,2.258141809449248916e-01
1.115000000000000000e+02,5.012512536911321703e+00,2.352520026247973961e-01
1.115499999999999972e+02,5.089887859367131284e+00,2.450958836297887911e-01
1.115999999999999943e+02,5.165267332314116722e+00,2.553522397078570316e-01
1.116500000000000057e+02,5.238522190238166232e+00,2.660276833620043857e-01
1.117000000000000028e+02,5.309528304284580891e+00,2.771290183594372625e-01
1.117500000000000000e+02,5.378167282384449521e+00,2.886632294345934935e-01
