target,status,peak_period_days,peak_statistic,threshold,peak_amplitude_us,null_reduced_chi2,noise_adequacy_flag,result_sha256
J1320-3512,NO_TRIGGER,68.27949405345986,6.012234128772779,26.244726754808656,148.35264869131865,1.0001555662242776,False,0bf1d2ee4688ed3969c4cf25173318bc5379b9f942740f90fd2b3e26bd43f7a6
J1602-5100,NO_TRIGGER,80.43235719296939,10.70403304520094,26.506783279621466,115.27220947142023,0.98317256986808,False,1661606e11f599f18262e58de6503e7ec9f4679d28d1e6ea40e299aeb7330b72
J1456-6843,NO_TRIGGER,114.9865013749459,8.39054132441784,26.204321340173617,176.24216055589702,1.000084377942342,False,df42186b845e8f7e9c80ec337e41edc01dfd261a1be708734083622ca734edb1
J1605-5257,NO_TRIGGER,143.3771194410286,8.791224815931438,26.575755631763805,178.59492000611527,1.0175923506452338,False,828de3b2eb47326797e78a25ea911f867d5f471daf120bb291c6e9d1a6598cc3
J0904-7459,NO_TRIGGER,117.90834544381539,8.609062158652634,26.21449947918856,188.88116109410498,1.000607238040476,False,2413866d6f87ea7bcba3690926623b944a7d1bb8ca0a2a81541b48bf06bc082d
J1042-5521,NO_TRIGGER,67.62544635172925,9.924725178876164,26.36126457105661,132.91581599736566,1.0358807843162723,False,c4c9aac137a10cc417bf961a240391587729f6897980dc79b01e36e89e65ab6f
J1848-0023,NO_TRIGGER,44.07941611603303,12.581590357515228,26.36126457105661,197.99065310391344,0.9886569158224869,False,4761ceac37ac9909449db8c71c7e07e1bb94c6553bb72c811981921d420b14c6
J0749-4247,NO_TRIGGER,34.71090659706267,7.198751763827347,26.204321340173617,183.82893795217723,0.9996158173260948,False,9854e8593a8accab10cd1f46b8b58246799f77923c1671e85ed910b98b9ea452
J1646-6831,NO_TRIGGER,31.7094604026321,7.465545362137717,26.120975947372482,224.5426353902496,1.0036554737997214,False,5b0be9a87422c0a326d699b36a74d19c7008185de4e4306f3a5e7238002a8542
J0924-5302,NO_TRIGGER,35.630320278465554,9.70778957665362,26.244726754808656,51.36910225707002,0.9917733923022284,False,e092353ed4e26efd2b5e49500def2157baf9d955742b41f7d2f51fb706eae4b4
J1119-7936,NO_TRIGGER,44.16664867916869,12.637750957337406,26.254701837830737,250.98354884595173,1.0026971601586194,False,23942da024d4c07d1df69f7c0cc10ed325b3b29dd04f5c087df9c258527e8aae
J1513-5739,NO_TRIGGER,38.60735886974029,7.27979705216949,26.244726754808656,193.0611902286753,1.0189303122378992,False,cc6e696cefc2ffb877f65e9b912f12d4b7e798335ee0ce95340d8bce8034ea39
J1239-6832,NO_TRIGGER,183.66938674235578,8.948789106936351,26.244726754808656,216.55841566293319,1.0257844648997756,False,8353f14dd04a78b224271d73b5a5ffc7e870bf153e3827d6cf04a6792478eab7
J1638-5226,NO_TRIGGER,87.54778695382234,8.86070826739449,26.36126457105661,223.7857689063269,0.9879664858873537,False,b4c9bfa2a3eef02c50bc84f782b472df35d6071e9cb7fd17d4aded259c733d68
J1737-3555,NO_TRIGGER,36.66318759981356,9.340675976426716,26.254701837830737,258.19000643489767,1.0065980584437486,False,c18c9b4a47b85024f6eabf65a0b8aa14613c2edc9389d93b0fd6d25e9858db69
J1703-4851,NO_TRIGGER,37.885601697353806,9.400228694733286,26.152638877805845,234.56305606038015,0.9759050826118058,False,ecfc32d5d414310ac6e3f0e5b3d0b9648bf33bba4e38f74edb0da6c91856cf51
J1105-6107,NO_TRIGGER,39.485656841454116,5.856355847932763,26.16308276576815,24.127531020266787,1.0182720596524946,False,e2c546c138f1a1ccbc0a670dcb03c0c47f00af63ce127e04117898a3d3579468
J0909-7212,NO_TRIGGER,30.27913454991187,8.769534692765653,26.244726754808656,235.50624955538618,1.0010294860030702,False,9d1d2dadcc48a1cd93a48b27124f938001c1f4b5355959fd046e2adf706ca083
J1549-4848,NO_TRIGGER,75.54406755041693,8.572687558275241,26.152638877805845,178.87710012542954,1.0097215856421409,False,389b215dae2ef79528ab1e3745b7430abb078efe88471a76c1fa77a6c0715932
J1805-0619,NO_TRIGGER,32.3282671024467,11.534778972696671,26.23470167116157,310.8562069327256,1.0062779296459896,False,3a99240b30ef308daa99b7ada5e1c9eec23758f70f4f0b41ae148874e5877707
J1819-0925,NO_TRIGGER,35.169809725596735,5.908275412757734,26.23470167116157,209.43259158396984,1.0034347288187366,False,2bd1fdac5195f1420ceb8cd454712e91bfb1bf7b9ac3ddb32216d2ec8cf7ca48
J1403-6310,NO_TRIGGER,32.8537835856031,21.425273985425378,26.36126457105661,350.89623028988547,1.0324694705434367,False,94b92f12fb40cf22be0852b3f63074e5d11aeefcd38c600258d357a307516cc2
J1626-4537,NO_TRIGGER,135.48855282114602,7.717090609100784,26.152638877805845,235.1964592090444,0.9963511004160245,False,4ec72f3bc4a7f4a36564c46f95d3955f43f1a4a98b0c4fdf60a731f6b3dd4f65
J1056-6258,NO_TRIGGER,33.45697657241803,11.59561598123112,26.21449947918856,177.1098798534548,1.0188293151422223,False,6a878d508ac067b1ead8da7c59c2bc525e208eae5af985b677febb8fe29d51ad
J1340-6456,NO_TRIGGER,105.68813629741916,6.419953099228721,26.16308276576815,233.70469941134252,1.0054286136868378,False,890ebe99353e63f82aba7244a07eb77784cdc4be858b1ccee986030c85e9ba80
