target,status,peak_period_days,peak_statistic,threshold,peak_amplitude_us,null_reduced_chi2,noise_adequacy_flag,result_sha256
J1922+1733,NO_TRIGGER,39.79066468529612,8.19125612961984,26.224626083101654,91.49980317334787,0.9917027801964085,False,89e173abe26f0167499d93be207ed62d083d977b75ed4988a7d8619b47a9129a
J0954-5430,NO_TRIGGER,50.32986304447196,9.632808325096358,26.120975947372482,97.60448451793106,0.9925034898468783,False,99171425492b42cef9f032e04bef99964a32c29881eeaa96acae6fb87cd23c18
J0842-4851,NO_TRIGGER,32.71624323782591,9.162305868615526,26.173472399522357,130.90317156206766,0.9893542111349646,False,b0d82a67197f5628a7bf2b50d9341d89022bc93e12085234dbc10b6ef75fafb7
J1733-3716,NO_TRIGGER,47.437621382740595,11.738964689087215,26.204321340173617,107.18141962528505,1.004870292108073,False,baf62fcb41c2159d7a36e60732b641046cfa7c9ac208b36cb115bf8becfb0667
J1117-6154,NO_TRIGGER,31.441695168867458,9.08760410036287,26.131586051831867,132.59680470876515,1.0326201471872878,False,ca5f908d7179aa82e817d10198d5e17d181a4f7eb8cdbbde40bf08b7474019a3
J1843-0000,NO_TRIGGER,220.70669032466168,6.2626242274152295,26.23470167116157,169.08355649184065,1.0006234973263062,False,950292550b33cd175efab40a076a3024088317c186786750029041decc9a0976
J1012-5857,NO_TRIGGER,30.561424127320425,8.721457973150342,26.21449947918856,155.02412604524963,1.0140925428912506,False,441230a38c560c955bed2494193d66c0105e5cd34c421a81e2b1b932de3368f0
J1754-3443,NO_TRIGGER,64.22805209459715,8.51944945919002,26.44441742474809,114.29763371711155,1.0051035882866948,False,1de222741e55d5d56663e459a19a4c71cabea02d04e2c8cb7014a96b219932d6
J0840-5332,NO_TRIGGER,75.80727663599711,14.491129270261997,26.244726754808656,140.56064032735824,0.9958528261709918,False,cf4747315e09b5d0bb770630287f6eeaf04fc5622c92ab2f71f221e40e0e524c
J1535-5848,NO_TRIGGER,97.80373881421924,6.119476474317625,26.480292826121424,85.5071433232773,1.0229105122701756,False,7771996659ff78aa68718e405ef0e4f8b361c203b472bd9d35c9902c8658819c
J1759-3107,NO_TRIGGER,35.84976061003646,8.289696211360399,26.254701837830737,123.88031601446808,0.9880002688235331,False,6730af875d607d9c1f939a4e968d6fd83bd5db49c3620d2f3ba8bb24d1bfd727
J1548-4927,NO_TRIGGER,32.54144241325827,10.373850092824561,26.36126457105661,147.36997180668337,1.000796401630542,False,66c9363f3548412f0350e6000eb0c0c46452f005a8a2f5a1d51d19a368bec025
J0905-5127,NO_TRIGGER,41.469829403576504,9.020690473255753,26.173472399522357,80.16860658319264,1.002862737231056,False,af273f2710ed7e90ac1d14d32db29ba4e5d70f8f1ca6f8cb90fc9e1b32362c8f
J1347-5947,NO_TRIGGER,37.54461219003131,7.061184688600703,26.36126457105661,113.08315914973595,1.0031711993049055,False,f761d3247a9c3853657f3a8f73936603d403d3b51e7b5736370420f2b60513d7
J1722-3632,NO_TRIGGER,41.498460477360446,8.691478884385543,26.204321340173617,118.64517851864987,0.9969128588100404,False,680d15fbed6a71a6e7396969d5551d1d0d3e2e466cb10da76d08252cc8177291
J1136-5525,NO_TRIGGER,37.16130874438334,6.994628594187107,26.204321340173617,114.6073876260289,1.0000560162969725,False,0bf95ca37650c3dc09c106800135c12a512fd97330042821deacea0c47b3a856
J1932-3655,NO_TRIGGER,41.36014707296739,9.931624910226226,26.254701837830737,132.51401614531434,1.0048655963447815,False,407a32341d3c090f0dbb07edcf95fa74c623a263325b334e1c05380a17088ed4
J1345-6115,NO_TRIGGER,36.73709213560591,13.202710315154748,26.36126457105661,158.66470350387453,1.009880339547026,False,fb5fa20abc1a1f485146cd6ffb8f68617689cb1d289ff31afc9fdb4ed2cb9b00
J1123-6102,NO_TRIGGER,60.24081002604932,11.346483118503777,26.244726754808656,113.987024004665,1.0074114993307788,False,e4bc2ef40f5118c39aa493c73b7b1b0d29a241cdf1588a26eb0378788f902fa1
J1840-0809,NO_TRIGGER,100.0164462850832,8.195318146942222,26.23470167116157,124.83340974289769,0.9796039460953467,False,5561f51a6d5ba19efde2f77026cdbac8704173728d463c893ac735602b8d9b4d
J1116-4122,NO_TRIGGER,39.08225243642119,9.53746797881201,26.244726754808656,142.2967848246886,0.9884610083108047,False,f8c4fa94e2ed6fa1864b5fdef8ba03329b3a61c211980d2f09ccc13b8aeb4e47
J1416-6037,NO_TRIGGER,48.45430230397063,8.88427462047536,26.36126457105661,150.04234060829842,1.005551390843742,False,6098101cbd008e917a140d46da2bc7b56e4d811ccde8d8bcae0ddb2f5858163c
J1112-6926,NO_TRIGGER,41.904960172010995,9.851879242105941,26.120975947372482,189.12199747858767,0.992534559825603,False,bc0bb503ccad555e0f044aed31a2f7ee32e87f4004af475522f0059825cb9297
J1822-4209,NO_TRIGGER,141.9610505067504,7.638118731898734,26.152638877805845,146.1979566707784,0.9995682332048058,False,ab5e671edc8d649cd36359a54909f7fab92d14511dd2fa25998ec318f1c24fd7
J1536-3602,NO_TRIGGER,72.39179873252272,7.062193851188022,26.244726754808656,157.67017936553682,1.0026569505865948,False,c3267ab2135daece2f115060f9462a5e7e2bdb4cf1c0ef2e0e5e985a0f57a209
