target,status,peak_period_days,peak_statistic,threshold,peak_amplitude_us,null_reduced_chi2,noise_adequacy_flag,result_sha256
J1911+1347,NO_TRIGGER,57.76102731572721,9.728283110196159,26.821690260053348,0.154521705423378,1.0660615853385131,False,3336277e40d1f314ff3267ac565cc50d89d9a3cc2106938eb286934b1bbf28b1
J0645+5158,NO_TRIGGER,43.72857969454669,26.221242559606758,27.305041858939624,0.2952890553447658,1.1043873139910838,False,efd4ff4064c17b9e724c6fe24fe20c573edde0bdcbf848f90f88f663a3a4e0e2
J1923+2515,NO_TRIGGER,244.3292259747255,18.14859779165257,27.327514005473475,0.3909408628839917,0.49149573769570176,False,73f743333d0d798bafb2da300f443926736bd70063df3499778111618e89ac66
J1944+0907,NO_TRIGGER,823.9991815489631,16.493187498781566,27.342356374148707,0.3778203366314153,1.118249624410852,False,08cee2fdd7bd32bd13ebf5f5c0fd001c3a8edddc53c89f076926e6047e694b1d
J0340+4130,NO_TRIGGER,35.70566698891543,9.890521056226424,27.132046062620926,0.555408052724636,0.9964362368509593,False,e1e60ee2ce1a0d79e38c191fc19d70cd481ed7c7aa7be7e69d82243d33dd5f92
J1453+1902,CANDIDATE,118.42725685587168,34.91423261298593,26.82648068150526,1.5262366740398308,1.257257771467666,False,975c9baf7109cf683b00d2f882bbf531bc52a37aac47d1d1228152d4f8fc8436
J0030+0451,NO_TRIGGER,34.123216434548866,14.786502638138437,28.43232821815043,0.1199600457895583,1.0141188788095399,False,f715e031afd409336f48fa49fa3fd116723c1da6698c8c05112a305962f0e02c
J0931-1902,NO_TRIGGER,47.12572369207603,9.615375776166408,26.850262174548302,0.6318940879798961,0.9914472275604266,False,769a51fd96050688987698ef8ccd8567d1c5592e6f7971b40b4381404cb6e8e2
J1730-2304,NO_TRIGGER,32.91972599687123,11.332344924777948,25.3621276325739,1.321649801235007,1.075308282440635,False,37ab8b9d4850746aa9f51ba6c8a2671fcea885c5ea0f918cf20a5e21061a5a58
J1744-1134,NO_TRIGGER,59.964133509276856,16.499172069880125,28.449404095626505,0.21175619560689057,1.0708572205005433,False,2ddd3e62b7f86cdaffc8f1708e28aa135482423c361ea8c092895fc0a8d50bfe
J1747-4036,NO_TRIGGER,31.687437630401437,15.963869463589921,27.127935064256732,1.5695175382050366,0.9995882744659382,False,dd23712b782db6967a7bbfea93ddba6da5b56f17eb9c83e368e45f5ec155d58f
J1832-0836,NO_TRIGGER,117.77731906994681,11.883194073035847,26.850262174548302,0.19895202869850423,1.0285664941750337,False,34252f6a1371d293d012df6036d07af893e5be89b3a74d104024b9026a4d7582
J1843-1113,NO_TRIGGER,210.43592751645824,13.012294552386653,25.372053211258155,0.3019068827119252,1.1233307701637565,False,0a1b8d6fb93be53cffa3b46f4f8f306d4ba99293d53ac76c38669700e7069394
J2010-1323,NO_TRIGGER,44.02338777169755,10.303086411729677,27.656458660744097,0.20376130899687947,0.9983029916943004,False,fc10755ad37d561a52112d18b51bb11e518c35871eda5635ea985814665c3d74
J2124-3358,NO_TRIGGER,49.398307606399214,14.176672541285818,25.372053211258155,0.8033400920178276,1.1378820222158568,False,1e92546575d3b3c2ce31f4404719c8c2e28d15f36282fdfb2a5dcd1eb1a86d38
J2322+2057,NO_TRIGGER,126.26037010506106,9.867582705619192,26.29215980804329,0.30907718465845324,1.0572522233967556,False,36ed4b6e6ba41893a752417df2306a715097905eef2d028184e70bb07aab4d41
