target,status,peak_period_days,peak_statistic,threshold,peak_amplitude_us,null_reduced_chi2,noise_adequacy_flag,result_sha256
J1801-2920,NO_TRIGGER,65.75256458744943,12.06355720217622,26.244726754808656,91.29104671137671,0.9884443444851007,False,bcaf01caa1b1468c1d151bb7f575d9305df8d848229b72a30adef0d9650dbeb1
J1841+0912,NO_TRIGGER,41.03962081079349,6.438064545735557,26.21449947918856,63.694636242437426,1.0069535230094062,False,d40c21892884edc255f768c763b45abf3abd9879e36d65ae1e94f8793c3ce2d7
J1835-1020,NO_TRIGGER,145.47521751153016,10.002041783152283,26.23470167116157,89.91542785753472,0.9959385048138434,False,ada15c4dd9213992c8a3fd10f8ac0d2c5607eca7e9cd90242fafae55494432b8
J1903+0135,NO_TRIGGER,120.25319548833947,5.853288462400763,26.224626083101654,72.90931000290543,1.0216156654989703,False,f8658b4733c07688b73172cef774ae8f2a7de4a7e102010cd54c869be55b27e4
J0953+0755,NO_TRIGGER,77.62735837492373,8.872149941454323,26.244726754808656,86.05118331586861,1.0181035459883565,False,425a6ebaf9ed0a5bf24f1997e4dfb9e8317991032681b389a4cb0285c401ddf5
J1902+0615,NO_TRIGGER,31.986013928823493,15.407702409699276,26.224626083101654,98.06928874657723,1.0479394817096284,False,1b47d57697ff9f0ed6ccd4fe67a627c4cadefeb5c0588886a2444a48ce27c78a
J1823+0550,NO_TRIGGER,32.3278320539571,6.007421820819153,26.23470167116157,104.4678642183014,0.9998900063786086,False,94d9408479ff3c58b1bd11058272b29b686833607df21d89fe798a459a8ee4e3
J1750-3157,NO_TRIGGER,98.78823848044001,8.03193373121536,26.204321340173617,100.05043728633005,1.002357130311116,False,69b18d6807c55502231bf51da7a0b86cce96f6c861afbc34e9375f2d0d3c3310
J1740+1311,NO_TRIGGER,40.29500916447185,6.085961107709622,26.244726754808656,95.98315666561834,0.9901541230415905,False,a1b43f4cb1f6802030a057ae059c7b06a064b80d31fba2728b745596018d0454
J1745-3040,NO_TRIGGER,55.36222161855433,10.005652021485755,26.204321340173617,112.89682699865097,0.9950154253203574,False,1a7e986851bb1efcdd0d5e59b4b42421a99e5538661cd93bc659cb82d073d02a
J1845-0434,NO_TRIGGER,47.73140831626614,6.069615193040911,26.19409113884008,73.60836552081095,1.002910116905585,False,783a8391da6ed4530ca25634101353b421f07e9c797f6b871b5cfb2d682dae09
J2048-1616,NO_TRIGGER,134.78533932786948,5.715715833984126,26.204321340173617,99.94180184926115,1.0068929757032565,False,ca8c06053c5e941581134a4af75d05110d4b45a0834020d2b1bdf7bcf9eacc21
J1607-0032,NO_TRIGGER,33.93419724151387,7.978128127413319,26.244726754808656,125.22953457203606,1.0026135505442195,False,8fb07a2e803f51a16f74e69555a307c38952d7a1dcf37a4a3afcff1d6cd09a39
J1720-2933,NO_TRIGGER,53.032979547271935,8.071321915997773,26.204321340173617,111.09794899841702,1.0039432299081603,False,22dfa98cb46a13fe97c51fb1d94f021464d4c843edf783c97816dcff97e98e3d
J1623-0908,NO_TRIGGER,92.25999779217722,9.607763099717364,26.36126457105661,134.68115925404265,1.0014487651164052,False,0ce0093c7372b6a5a7d8598b5ed494f14b2ba12a2ebff20ee1b92a6e1e5fbd34
J1703-3241,NO_TRIGGER,34.84007143768818,8.054810880937257,26.204321340173617,142.07627205990923,1.0115054424888712,False,272107ec7f87a513945e9b14e86ca89f53e5a7648f133fe1618b3ff4ff7b1c4e
J1844-0433,NO_TRIGGER,67.38017112927388,14.14346220139227,26.23470167116157,175.48561270951097,0.9880475450641123,False,0b9af9c8cf16118ccd8123e9cd7caeed37edcb01b24f6037658034c8bc9089aa
J1041-1942,NO_TRIGGER,123.78895644400431,9.955034545384375,26.244726754808656,147.96584835035708,0.996907983899757,False,6f3c3f6c32912b717f6b2e5e659eb40037cc78f8b13440a52e0184c360e08851
J1136+1551,NO_TRIGGER,70.80333494430563,10.428679285269165,26.244726754808656,135.42934494553606,0.9924355485909984,False,4cd258f3f8c0079d191f7d98121a3f434cb34d29a096fbca15bc2a078beac3c8
J1809-2109,NO_TRIGGER,30.85305594687813,10.642086676342581,26.244726754808656,161.96286737410622,1.0278491000893393,False,636b0f2e4a96785aaec0d6f68f3d51c07531dd8993ea65f17fa23c7f696dc72b
J1916+1312,NO_TRIGGER,64.33095809216844,10.255044797471331,26.224626083101654,147.09698947906855,0.9981391889009401,False,904b92cb7a0becedea8ce3f759f63cb47628f7d7fae5b2f7b1d330ddaef458a5
J1709-1640,NO_TRIGGER,48.126750156404746,14.466033553586406,26.575755631763805,193.1809342528779,1.0019422062982473,False,9438c5d7002a3aaaa78bb57d9534d7451231c23064f33feba65d904f458b5a98
J1926+1648,NO_TRIGGER,60.07946297004538,8.574671671830561,26.224626083101654,128.9093069513977,0.9821244017210515,False,dccbb6aef1d9bd7e89923d0a63d7fbfdc0bf559c9af61d0f2d9bde58d41e88a8
J1703-1846,NO_TRIGGER,41.18815809392223,8.419129955677862,26.36126457105661,155.12886515109665,1.0030873607739783,False,08e0e9f3d3057a8c79d16e1ce48022f447cc4e6a6fae543c08f7dfdb5e755604
J1555-2341,NO_TRIGGER,55.56129192656065,11.003288412805222,26.244726754808656,169.1408386927143,1.000576489345255,False,a056bdc2f8df6f331d6f0842b5512d27145a2bda70e12f4053a2c2363f652573
