target,status,peak_period_days,peak_statistic,threshold,peak_amplitude_us,null_reduced_chi2,noise_adequacy_flag,result_sha256
J0952-3839,NO_TRIGGER,66.4394438814625,16.88335255202874,26.244726754808656,1664.5771574410335,0.9860696486538684,False,1588d377bdc56ec536f272f375ca1a2fe583fe91e16805e2876165db7b8288d5
J1842+1332,NO_TRIGGER,111.74064880654439,7.791748134405166,26.224626083101654,2204.074721130647,0.961698407330567,False,c9722fbb027c879a174075df62be6f1c60b35e19dc956811a267b3e2c083341f
J1119-6127,NO_TRIGGER,86.4627774461362,5.974431079861839,26.16308276576815,3272.815162798526,1.0035130111234631,False,884ce87e15471a7275eaea83acc6d68d3ee9bcbe43708a74a5fa38b8903579a6
J1932+1059,NO_TRIGGER,61.83085739476481,7.377895937326974,26.224626083101654,20.83727718811871,1.013279036788991,False,8722b6fcc0ebce84b21a08889ea1c71e0b3ac73929e788db33aab3e919f70be7
J1759-2205,NO_TRIGGER,60.84169441299829,6.105409486128846,26.254701837830737,16.651534681530272,0.9964168906464872,False,d5478b867d91d0fa7c5d51fe783d85c0858c83fc30641cf65dc255186a8b30db
J1543-0620,NO_TRIGGER,32.080527687107946,8.305172276710037,26.244726754808656,44.132387737893,0.9925212612211871,False,2f2061b84666d3c1ca6ff72d4ace1ebc62180eaa23a51d8e58ebcbb36518b3cd
J1705-1906,NO_TRIGGER,64.42756670919228,8.237781288250535,26.532927442756172,25.914098177521446,1.0013151606156427,False,738ebbccda0ef4900ff9f01fba7afc496796ef09c66f906ed35a4223b14c67c1
J1807-2715,NO_TRIGGER,81.54029721422764,9.881985759734713,26.244726754808656,39.38253968995649,1.0081222210695266,False,b32a1c09ea526049774d6bcc946285f5467345762417009ef45e1347a3133152
J1917+1353,NO_TRIGGER,43.311796129059694,8.180170208172461,26.224626083101654,19.541782827902292,1.0168682256958042,False,acd426a085233b1253f90694322dc42290c7ddb702f396bc3de7e37434fc3c65
J1808-3249,NO_TRIGGER,121.00359789370991,12.425563126155811,26.131586051831867,55.481515315299404,0.9998835417320371,False,e6fde7bc9ed4121a071a77d93bc7fde0c19d9e98d71c4e82dfbba730ef8bcd16
J1909+1102,NO_TRIGGER,76.74278867634975,7.751554946170337,26.224626083101654,46.55364465958309,0.9828151196979369,False,cf716f924745dd3c3d9961591818b18e57207516525c4189ce2ca3f5e0ff7a2a
J1141-3322,NO_TRIGGER,38.612339811294376,9.02386888912216,26.244726754808656,52.923673918234705,0.996547607357629,False,c7fcb9b452dd9cf3f31e8a492548d0d77e2004f3dc248019321e14496ed544b0
J1916+0951,NO_TRIGGER,50.136355930102326,8.083200945483378,26.224626083101654,51.78754735774868,0.9900890782567912,False,18d8ca63947201c30acf2447fce8980354fbb71fbbbe5be81db69bb4256cafbd
J1905-0056,NO_TRIGGER,78.63635275207128,8.964687116129186,26.224626083101654,55.978217794347955,0.9742877544916727,False,0e10efd8a9f7cd9e1fb0b963a5b58c30a8d2ef3fd0a7709d90977a8543a75d95
J1754-3510,NO_TRIGGER,99.12024890979285,8.72995704744746,26.44441742474809,55.4790440227808,0.970532066571123,False,67dcc96ca62089d97ef2f2de847612f593573adce6fae1e971dfbeb122ca337f
J1913-0440,NO_TRIGGER,33.95852702523866,7.902240633510853,26.19409113884008,65.66815694726508,1.0080182207516022,False,1ce27a905553a5035eff60103e0aded1475f8e9137468b8a75993d679fb0f573
J1909+0007,NO_TRIGGER,35.561694648407126,16.581888354122498,26.224626083101654,94.38212713894201,0.985093880804428,False,455013c2e62a57381d2de54b762998af1b2ca0e9289130a320b5e0ef558212b2
J1915+1009,NO_TRIGGER,64.98675942329976,10.566162989536009,26.224626083101654,74.02052323170015,0.9785854669230468,False,996754921f820c9dde26c0a675e217197fa01beb47f9540c0e46c120e04781ac
J0855-3331,NO_TRIGGER,115.68867060316305,7.619247502993125,26.36126457105661,65.06343855391684,0.9987155859318076,False,f1083cce7b32b1203832e193df2314c621e99c4022bd4836c2e9a986e3240352
J1850+1335,NO_TRIGGER,47.12821532525797,7.878764968703822,26.224626083101654,61.99769628057336,1.01861615746005,False,29df377fb8ab87c78b7008ccabee9915a4c8e61e5abfb7f0650b65e503df674d
J1909+0254,NO_TRIGGER,118.38690176838213,8.333001412807558,26.173472399522357,63.660367523926475,1.0072551127531753,False,4e236343c7eb014870a09c604d58a61befd60ee95324241aeeb692fe9cb72f14
J1834-0426,NO_TRIGGER,87.66397067791733,11.479032997499935,26.19409113884008,79.58879707738707,1.0080905521135357,False,4bc6f447107db44f2faa6ffb6f3d53791b5a53a133d83ebb02ad263709ca242a
J1853-0004,NO_TRIGGER,36.8834473926777,10.63291740085279,26.173472399522357,85.98858081990679,1.0471756555178993,False,c95c497338769225b363fb1ab8cfb7d6701115afca1516450f094ce7d6fb7a9d
J1820-0427,NO_TRIGGER,88.90531551949638,9.576612483771143,26.19409113884008,77.4747505218705,0.9825808267494157,False,8d7586df0eb0bc142ed241a98c6a98003a2ba255b230497c1b4bc0a7f85bddfc
J1844+1454,NO_TRIGGER,67.70658976138735,7.517352549347336,26.224626083101654,42.20818666386414,1.002146606835256,False,eb379033f701a9fa8af47a95381590b88e01a9760eaffa7d8ffe21cf19ba41e1
