target,status,peak_period_days,peak_statistic,threshold,peak_amplitude_us,null_reduced_chi2,noise_adequacy_flag,result_sha256
J0904-4246,NO_TRIGGER,39.043017884806275,5.526377223695025,26.36126457105661,209.14243616804504,1.006507978089139,False,c2e63422c794a0f3ad3069de79217a9682a03051d31f75acaa00d2aad73acd73
J1811-0154,NO_TRIGGER,59.82166517351817,7.964158586131851,26.23470167116157,274.1685885801366,1.006140636446063,False,ae2cd107da21a3aca0a897a85c7853a19112552fe9744df3cdaf2621ef8826e1
J1615-5537,NO_TRIGGER,38.14977119375208,8.15641045721561,26.244726754808656,272.2054296387148,0.9956053081551908,False,ba883b3d1752744494a64a7ad29150d8f946754f639132588140570a78579769
J1338-6204,NO_TRIGGER,33.88706794135234,7.5671990616801255,26.204321340173617,291.9168944431155,1.0123165293767498,False,9d44a952b0af76b53f7332e82814101aad2b49da5c2b5b226e637a276cd052e6
J1852-0635,NO_TRIGGER,110.58340808015892,7.0960072293767915,26.19409113884008,249.21567635610384,1.007803609821173,False,068315787a10b70856b5e7922036cd5bf7a361eabccc9d65c1acc2bc81ec1f2e
J1114-6100,NO_TRIGGER,42.38622995486629,16.599033616724377,26.21449947918856,273.8175048053011,1.1072292624399636,False,68738a324f8efed11fc54e857ebf7aec826a03d097d8135903f9ad13d9fd2798
J1231-4609,NO_TRIGGER,32.247048806837434,12.120200981245274,26.244726754808656,378.1531003274961,0.9862556208996475,False,47e8dcb2cb98929804f097adc56325d34516c69f5a15bc5d8bf43d8324d52737
J1059-5742,NO_TRIGGER,40.81126887806439,8.237864645043935,26.244726754808656,283.2093564199117,0.9985029832924981,False,05b06d2e5f944be4f8b4c0c4259f9e7ba3c9d6a6a32a5f0c619ee3c2775b77c6
J1742-4616,NO_TRIGGER,46.74734887519401,6.766900417987769,26.254701837830737,285.3051550365757,0.9948856661402955,False,183542ad2d88dd86cb9dce943fd467c014b56d5a2a5a155bff19d583e935204e
J1847-0605,NO_TRIGGER,62.14467942817226,10.356808578102653,26.23470167116157,408.24785455218193,1.006192632325799,False,2d8a31c7732f9cf331f03793d0a51abb2132b067af17cacd00f7c0841e2988f8
J1840-0815,NO_TRIGGER,86.50056936391285,8.856281049024558,26.23470167116157,330.01220119284494,1.004547389672211,False,30992e14107be96d072762b22e0b8f8a8d2ea9b86166360d8692d4253cb122a7
J0959-4809,NO_TRIGGER,38.766842799182974,8.851021849608623,26.21449947918856,346.81489238735753,0.9959004732922399,False,42afb73f21233b0de17c80c75ebb6ecaad4ccac36af7e64d380a6c61d2e675ee
J1428-5530,NO_TRIGGER,53.91634414090433,8.701979553655914,26.204321340173617,430.8824950488824,0.9944819233373781,False,7a178eca5970552384d8b16b5c4a8b7853fa37c692b23f84c4ee9bcc85ad20fc
J1648-6044,NO_TRIGGER,39.55407537154193,12.59852417562589,26.244726754808656,522.8625615178294,1.0057467090424204,False,4355e082cafe6e4460eeda8d8a02ac923e6f0124953a9ac16197f50e96145849
J1705-3950,NO_TRIGGER,182.10947248254024,8.181479631690678,26.506783279621466,888.6413679277315,0.9955114423719842,False,ec74b12b15df31c308c18dd384f435fdbccba69f9475248263cb1bdbbc0f6718
J1627-5936,NO_TRIGGER,83.65627124906794,8.135641048357883,26.244726754808656,416.9188143422846,1.0049800685753685,False,7239c868f727bdac212eea186f60a525ce085fb0bbe632f5846f5b2ea552a215
J1326-6700,NO_TRIGGER,31.830947032033514,8.954439256079365,26.204321340173617,306.45833245331556,0.9920138055974393,False,79f77e20ad7adcb9e7bf67f18d3bca57d2e816f0ad992ae1140e4fd14d668342
J1137-6700,NO_TRIGGER,153.1740000088279,6.3504714648333405,26.244726754808656,442.4715509734221,1.0042515616870753,False,7e8ad1f007cfef296ddfabf981a77d06443b5d19bbbec58c81036187f47f281e
J1252-6314,NO_TRIGGER,227.1903066094752,11.348807537979074,26.36126457105661,696.2299989017899,1.0039274284986275,False,ef6667b27b25a3b8d9dc4e2c68966176be301f60b4aaef1a9b4f1f9dd5078e36
J1220-6318,NO_TRIGGER,41.91729325244081,6.744693537858265,26.36126457105661,508.4717952510126,1.0001600665503276,False,b6366485157c83ede2cca490637bf32e5468407b0d6f8d224a36def46d49261a
J1651-4246,NO_TRIGGER,53.91916850366014,10.935659591379167,26.541566765045204,700.7339467791898,1.019572183473108,False,d1b851bf9bc2eaf30dd006ecba726cf5f7a54df4c5e2b7f15a8adc85fcc0dda3
J1534-4428,NO_TRIGGER,57.5456274525697,5.557812920546249,26.244726754808656,793.7466961811266,1.0081773959707256,False,4f2fc961ee6458c33bd976cf325842a7e3822c8340964e0f56610b8a6cda8fcd
J1133-6250,NO_TRIGGER,41.3352450314079,18.664508046143496,26.244726754808656,853.0650672849117,0.992242986500925,False,764259f22d283576adf5ffafa466984f58a2ac58d04a3fb4404f3775f4769689
J1048-5832,NO_TRIGGER,76.65089747651271,8.741411582617195,26.21449947918856,381.7548441958551,1.0072824737701207,False,76962974b0654886fa83ff71bc3ed13a6c7989a74253e38fb4b4850abd9fc525
J0820-4114,NO_TRIGGER,37.39810840595262,13.42669615402245,26.21449947918856,1153.343842558013,1.0464700208647049,False,a508fbff9cb838d6462f6abb761a28952eb78dc850fd68f65ffd11f2e939f2e8
