target,status,peak_period_days,peak_statistic,threshold,peak_amplitude_us,null_reduced_chi2,noise_adequacy_flag,sensitivity_median_worst_phase_us
J1721-2457,NO_TRIGGER,52.886886659067024,17.443304344266643,22.455813019875862,2.0688058058192493,0.9777554413235946,False,3.1549219268248274
J1832-0836,NO_TRIGGER,131.3711197625584,6.436816181532527,22.96905198089706,0.34107805883390835,0.9976161661660837,False,0.9183331225305384
J1747-4036,NO_TRIGGER,124.90156907024125,18.86730448219704,22.86776451525955,1.1451044856787234,0.9740266848667226,False,1.5688837153355084
J1804-2858,NO_TRIGGER,160.47110971458378,19.938810928019688,22.815129898624804,5.733742214113994,0.9886224576175975,False,4.878278251033581
