target,status,peak_period_days,peak_statistic,threshold,peak_amplitude_us,null_reduced_chi2,sensitivity_median_worst_phase_us,toas,epochs,result_sha256
J2322+2057,NO_TRIGGER,147.97864261699087,6.5802561076668145,22.696101643559988,0.9501791161438708,0.9833580147837512,2.39626040721767,1756,79,9708871d9d64ae5989ffb9affc7b36a2483af29a538ec4878c5f5b4b0773b578
J1801-1417,NO_TRIGGER,119.01640945659742,10.14821338776223,22.960804546529335,0.8840289434471289,1.0075310976355925,1.7550180505875863,3069,96,d9f0848e9efd9c345399fbb0849b3fc71ca9fce36586a2d23072d3e6134e0f83
J1744-1134,NO_TRIGGER,167.66245160356397,12.527061987358843,22.960804546529335,0.23669804085264223,0.9963636406659452,0.40128376007208494,2957,99,7fc60f8115d6fbcf8b1e7e99d7f2ad5e36a1abc478285f36a5aa9f8546f10a9b
J0030+0451,NO_TRIGGER,94.5624519162628,13.714674323394055,22.696101643559988,1.100232473569244,0.9793631047280948,1.9686696022948922,2880,93,d6b5b9ff59c53c44844569104613f6c5a70009c27a7db57dce1c50f2562f11af
